CourtLink, which has 160 employees, developed a filing system that enables judges, lawyers and court clerks to process pleadings, motions and other documents electronically over a secure connection.
0	"160 employees"	"be has by"	"CourtLink"
39	"Senator Pell"	"will be around"	"to receive special back-room briefings if it does happen"
39	"Senator Pell"	"will be around"	"to receive special back-room briefings no longer"
39	"Senator Pell"	"will be around"	"to receive special back-room briefings"
39	"Senator Pell"	"will no longer be around to receive"	"special back-room briefings"
39	"Uri Geller"	"is"	"the psychic spoon-bender"
39	"it"	"does happen"
The Giants convened today to begin their first preparations for Monday night's game in Minnesota against the Vikings.
40	"Monday night"	"has"	"game in Minnesota"
40	"The Giants"	"convened in"	"today"
40	"The Giants"	"convened to begin"	"their first preparations"
40	"The Giants"	"convened"	"to begin their first preparations against the Vikings"
40	"The Giants"	"convened"	"to begin their first preparations for Monday night 's game in Minnesota"
40	"The Giants"	"convened"	"to begin their first preparations"
40	"The Giants"	"convened"	"today to begin their first preparations against the Vikings"
40	"The Giants"	"convened"	"today to begin their first preparations for Monday night 's game in Minnesota"
40	"The Giants"	"convened"	"today to begin their first preparations"
40	"The Giants"	"convened"	"today"
40	"their"	"has"	"first preparations"
John Lamar Odom, pastor of the First Presbyterian Church in Oceanside, L.I., were married yesterday.
41	"John Lamar Odom"	"be pastor of the First Presbyterian Church in"	"Oceanside"
41	"John Lamar Odom"	"be pastor of"	"the First Presbyterian Church"
41	"John Lamar Odom"	"is"	"pastor of the First Presbyterian Church in Oceanside L.I."
41	"John Lamar Odom"	"were married in"	"yesterday"
41	"John Lamar Odom"	"were married"	"yesterday"
41	"Oceanside"	"be pastor of the First Presbyterian Church in"	"L.I."
41	"Oceanside"	"were married"	"yesterday"
The World Health Organization has issued a report detailing an ambitious, often covert effort by the tobacco industry to curb global anti-smoking initiatives, dating back to the late 1980's.
42	"The World Health Organization"	"be dating"	"to the late 1980 's"
42	"The World Health Organization"	"has issued a report detailing an ambitious , often covert effort by the tobacco industry to curb global anti-smoking initiatives dating back to"	"the late 1980"
42	"The World Health Organization"	"has issued"	"a report detailing an ambitious , often covert effort by the tobacco industry"
42	"The World Health Organization"	"has issued"	"a report detailing an ambitious often covert effort by the tobacco industry to curb global anti-smoking initiatives dating back to the late 1980 's"
42	"The World Health Organization"	"has issued"	"a report detailing an ambitious often covert effort by the tobacco industry to curb global anti-smoking initiatives"
42	"The World Health Organization"	"has issued"	"a report"
42	"a report"	"be detailing"	"an ambitious often covert effort by the tobacco industry to curb global anti-smoking initiatives"
Kent was not told of the situation until the game was over.
43	"Kent"	"was not told of"	"the situation"
43	"Kent"	"was not told of"	"the situation"	"[enabler=until the game was over]"
43	"Kent"	"was not told"	"of the situation until the game was over"
43	"Kent"	"was not told"	"of the situation"
43	"the game"	"was"	"over"
It has set up a robotic system that systematically tests all 2,000 existing chemical drugs in combinations of two.
44	"It"	"has set up"	"a robotic system that systematically tests all 2,000 existing chemical drugs in combinations of two"
44	"It"	"has set up"	"a robotic system"
44	"a robotic system"	"systematically tests all 2,000 existing chemical drugs in"	"combinations of two"
44	"a robotic system"	"systematically tests"	"all 2,000 existing chemical drugs"
44	"a robotic system"	"tests"	"all 2,000 existing chemical drugs in combinations of two systematically"
44	"a robotic system"	"tests"	"all 2,000 existing chemical drugs in combinations of two"
44	"all 2,000 existing chemical drugs"	"be systematically tests by"	"a robotic system"
The state-run English-language Teheran Times reported that Parliament would begin debate on the Cabinet on Tuesday, with "two weeks to complete discussions and vote."
45	"Parliament"	"to complete"	"discussions and vote"
45	"Parliament"	"would begin debate on the Cabinet in"	"Tuesday"	"[attrib=The state-run English-language Teheran Times reported]"
45	"Parliament"	"would begin debate on the Cabinet on"	"Tuesday"	"[attrib=The state-run English-language Teheran Times reported]"
45	"Parliament"	"would begin debate on the Cabinet to complete"	"discussions and vote"	"[attrib=The state-run English-language Teheran Times reported]"
45	"Parliament"	"would begin debate on the Cabinet with"	"two weeks"	"[attrib=The state-run English-language Teheran Times reported]"
45	"Parliament"	"would begin debate on"	"the Cabinet"
45	"Parliament"	"would begin"	"debate on the Cabinet on Tuesday to complete discussions and vote"
45	"Parliament"	"would begin"	"debate on the Cabinet on Tuesday to complete discussions"
45	"Parliament"	"would begin"	"debate on the Cabinet on Tuesday to complete vote"
45	"Parliament"	"would begin"	"debate on the Cabinet to complete discussions and vote"
45	"Parliament"	"would begin"	"debate on the Cabinet to complete discussions"
45	"Parliament"	"would begin"	"debate on the Cabinet to complete vote"
45	"Parliament"	"would begin"	"debate on the Cabinet with two weeks to complete discussions and vote"
45	"Parliament"	"would begin"	"debate on the Cabinet with two weeks to complete discussions"
45	"Parliament"	"would begin"	"debate on the Cabinet with two weeks to complete vote"
45	"Parliament"	"would begin"	"debate"	"[attrib=The state-run English-language Teheran Times reported]"
45	"The state-run English-language Teheran Times"	"reported"	"that Parliament would begin debate on the Cabinet on Tuesday with two weeks to complete discussions and vote"
45	"The state-run English-language Teheran Times"	"reported"	"that Parliament would begin debate on the Cabinet on Tuesday with two weeks to complete discussions"
45	"The state-run English-language Teheran Times"	"reported"	"that Parliament would begin debate on the Cabinet on Tuesday with two weeks to complete vote"
45	"debate"	"would be begin on"	"Tuesday"	"[attrib=The state-run English-language Teheran Times reported]"
45	"debate"	"would be begin with"	"two weeks"	"[attrib=The state-run English-language Teheran Times reported]"
He said the public school from which he transferred three years ago had metal detectors that still failed to keep out the sense that danger lurked nearby.
46	"He"	"said"	"the public school from which he transferred three years ago"
46	"He"	"said"	"the public school had metal detectors"
46	"He"	"said"	"the public school"
46	"danger"	"lurked"	"nearby"
46	"he"	"transferred"	"from the public school"
46	"he"	"transferred"	"three years ago from the public school"
46	"he"	"transferred"	"three years"
46	"metal detectors"	"failed"	"to keep out the sense that danger lurked nearby still"
46	"metal detectors"	"failed"	"to keep out the sense that danger lurked nearby"
46	"the public school from which he transferred three years ago"	"had"	"metal detectors that still failed to keep out the sense that danger lurked nearby"	"[attrib=He said]"
46	"the public school"	"had"	"metal detectors"
46	"three years"	"ago had"	"metal detectors"
Nordstrom Inc., the retail chain based on the West Coast, said today that it had created an office of the president to strengthen its executive management team.
47	"Nordstrom Inc."	"is"	"the retail chain based on the West Coast"
47	"Nordstrom Inc."	"said in"	"today"
47	"Nordstrom Inc."	"said"	"that it had created an office of the president to strengthen its executive management team"
47	"Nordstrom Inc."	"said"	"today that it had created an office of the president to strengthen its executive management team"
47	"it"	"had created an office of"	"the president"
47	"it"	"had created"	"an office of the president to strengthen its executive management team"
47	"it"	"had created"	"an office of the president to strengthen its executive management team"	"[attrib=Nordstrom Inc. said]"
47	"its"	"has"	"executive management team"
47	"the retail chain"	"be based on"	"the West Coast"
47	"the retail chain"	"be based"	"on the West Coast"
47	"the retail chain"	"said"	"today"
All of these portraits, incidentally, are based on fact.
48	"All of these portraits"	"are based on"	"fact"
48	"All of these portraits"	"are based"	"on fact incidentally"
48	"All of these portraits"	"are based"	"on fact"
Dr. Weiss graduated summa cum laude from Brandeis University and received his medical degree from Yale University.
49	"Dr. Weiss"	"graduated"	"summa cum laude from Brandeis University"
49	"Dr. Weiss"	"graduated"	"summa cum laude"
49	"Dr. Weiss"	"graduated"	"summa cum"
49	"Dr. Weiss"	"received"	"his medical degree from Yale University"
49	"Dr. Weiss"	"received"	"his medical degree"
49	"his"	"has"	"medical degree"
49	"summa cum"	"laude from"	"Brandeis University"
49	"summa cum"	"received"	"his medical degree"
The announced crowd was 15,568.
50	"The announced crowd"	"was"	"15,568"
In times past, getting a taxi at a New York City airport was often a Darwinian affair, a frenzied, survival-of-the-fittest scene of piled-up luggage, darting taxis and shouting cabbies looking for an edge.
51	"In times past getting a taxi at a New York City airport was often a Darwinian affair darting taxis and shouting cabbies looking for an edge"	"is"	"a frenzied survival-of-the-fittest scene of piled-up luggage"
51	"In times past getting a taxi at a New York City airport was often a Darwinian affair darting taxis"	"is"	"a frenzied survival-of-the-fittest scene of piled-up luggage"
51	"In times past getting a taxi at a New York City airport was often a Darwinian affair shouting cabbies looking for an edge"	"is"	"a frenzied survival-of-the-fittest scene of piled-up luggage"
51	"a Darwinian affair"	"be a frenzied , survival-of-the-fittest scene of"	"piled-up luggage"
51	"a New York City airport"	"was often"	"a Darwinian affair"
51	"a taxi"	"be getting at"	"a New York City airport"
51	"cabbies"	"be looking"	"for an edge"
51	"cabbies"	"looking for"	"an edge"
51	"getting a taxi at a New York City airport"	"was"	"a Darwinian affair darting taxis In times past"
51	"getting a taxi at a New York City airport"	"was"	"a Darwinian affair darting taxis and shouting cabbies looking for an edge In times past"
51	"getting a taxi at a New York City airport"	"was"	"a Darwinian affair darting taxis and shouting cabbies looking for an edge often"
51	"getting a taxi at a New York City airport"	"was"	"a Darwinian affair darting taxis and shouting cabbies looking for an edge"
51	"getting a taxi at a New York City airport"	"was"	"a Darwinian affair darting taxis often"
